id,name,date,self_development,geo_flex,financial_support_self,result,course_interest
750,Lea Normington,26/07/2019,Yes,Yes,Yes,Pass,Business
751,Cornelia Artist,18/07/2019,Yes,Yes,Yes,Pass,Business
752,Vincenty Roubay,11/07/2019,Yes,Yes,Yes,Pass,Engineering
753,Phineas Filshin,12/07/2019,Yes,Yes,Yes,Pass,Engineering
754,Wilona Crean,26/07/2019,No,Yes,No,Fail,Engineering
755,Carlynne Keal,26/07/2019,Yes,Yes,Yes,Pass,Data
756,Westbrook Paynton,12/07/2019,Yes,Yes,Yes,Pass,Engineering
757,Corby Mccambridge,06/07/2019,Yes,Yes,Yes,Pass,Business
758,Melamie Keers,11/07/2019,Yes,Yes,Yes,Pass,Business
759,Marillin Rosendall,05/07/2019,Yes,Yes,Yes,Pass,Engineering
760,Keen Bentham3,19/07/2019,Yes,Yes,Yes,Pass,Data
761,Homere Stentiford,25//07/2019,Yes,Yes,Yes,Pass,Engineering
762,Muhammad Linn,18/07/2019,Yes,Yes,Yes,Pass,Data
763,Barbette Sorton,27/07/2019,Yes,Yes,Yes,Pass,Engineering
764,Bax Sweetman,26/07/2019,Yes,Yes,Yes,Pass,Engineering
765,Ambrosi Carnow,04/07/2019,Yes,No,Yes,Fail,Business
766,Kellen Bentick,25/07/2019,Yes,Yes,Yes,Pass,Data
767,Fleming Taillard,20/07/2019,Yes,Yes,Yes,Pass,Business
768,Elicia Broggio,18/07/2019,No,Yes,Yes,Fail,Data
769,Paxton Mcginlay,25/07/2019,Yes,No,Yes,Fail,Business
770,Abbott Yea,12/07/2019,Yes,Yes,Yes,Pass,Data
771,Doy Tams,11/07/2019,Yes,Yes,No,Fail,Data
772,Jon Raikes,04/07/2019,Yes,Yes,Yes,Pass,Engineering
773,Myrvyn Sutherns,06/07/2019,Yes,Yes,Yes,Fail,Business
774,Adler Wingatt,18/07/2019,Yes,Yes,Yes,Pass,Business
775,Dermot Gunthorp,20/07/2019,No,Yes,Yes,Fail,Business
776,Gavan Soltan,05/07/2019,Yes,Yes,No,Fail,Engineering
777,Gavan Soltan,05/07/2019,Yes,Yes,No,Fail,Engineering
778,Jamima Sturgess,26/07/2019,Yes,Yes,Yes,Fail,Business
779,Athene Bozworth,06/07/2019,Yes,Yes,Yes,Pass,Business
780,Opaline Gammon,12/07/2019,Yes,Yes,Yes,Pass,Data
781,Cari Bradlaugh,27/07/2019,Yes,Yes,Yes,Pass,Business
782,Daren Houson,13/07/2019,Yes,Yes,No,Fail,Business
783,Melony Tristram,19/07/2019,Yes,Yes,No,Fail,Engineering
784,Ashbey Seakes,18/07/2019,Yes,Yes,No,Fail,Business
785,Philly Jerrim,25/07/2019,Yes,Yes,Yes,Pass,Business
786,Sandi Gurton,25/07/2019,Yes,Yes,Yes,Pass,Data
787,Hilliard Brockett,05//07/2019,Yes,Yes,Yes,Pass,Data
788,Berkie Brusby,06/07/2019,Yes,Yes,Yes,Pass,Business
789,Bidget Macarthur,12/07/2019,Yes,Yes,Yes,Pass,Business
790,Julie Condliffe,04/07/2019,Yes,Yes,Yes,Pass,Data
791,Andris Bradley,12/07/2019,Yes,Yes,Yes,Pass,Engineering
792,Al Hugonet,04/07/2019,Yes,Yes,Yes,Pass,Engineering
793,Maryanna Seeney,11/07/2019,Yes,Yes,Yes,Fail,Data
794,Cassaundra Yuill,19/07/2019,Yes,Yes,Yes,Fail,Business
795,Baily Camidge,20/07/2019,Yes,Yes,Yes,Pass,Engineering
796,Padgett Crennan,12/07/2019,Yes,No,No,Fail,Data
797,Gabrila Chasier,20/07/2019,Yes,Yes,Yes,Pass,Business
798,Kimmi Edgecumbe,12/07/2019,Yes,Yes,Yes,Pass,Business
799,Levy Standage,25/07/2019,Yes,Yes,Yes,Pass,Data
800,Muffin Jandel,20/07/2019,Yes,Yes,Yes,Pass,Data
801,Calida Behr,18/07/2019,Yes,Yes,Yes,Pass,Engineering
802,Jeannette Willans,26/07/2019,Yes,Yes,Yes,Pass,Engineering
803,Mora Joutapavicius,18/07/2019,Yes,No,Yes,Fail,Business
804,Tadeas Bidmead,18/07/2019,Yes,Yes,Yes,Pass,Data
805,Matthiew Tumbridge,04/07/2019,Yes,Yes,Yes,Pass,Data
806,Orton Borer,12/07/2019,Yes,Yes,No,Fail,Data
807,Tirrell Tabart,26/07/2019,Yes,Yes,Yes,Pass,Data
808,Leeanne Allsepp,06/07/2019,Yes,Yes,Yes,Pass,Data
809,Evangelin Gorges,11//07/2019,Yes,Yes,No,Fail,Engineering
810,Clywd Musgrove,18/07/2019,Yes,Yes,Yes,Pass,Data
811,Lanni Otton,25/07/2019,Yes,Yes,Yes,Pass,Data
812,Yankee Reihm,05/07/2019,Yes,Yes,Yes,Pass,Data
813,Alikee Sawood,12/07/2019,Yes,Yes,Yes,Pass,Business
814,Roland Skeene,26/07/2019,Yes,Yes,Yes,Fail,Engineering
815,Chrissy Sate,20/07/2019,Yes,Yes,Yes,Pass,Business
816,Eric Spritt,20/07/2019,Yes,Yes,Yes,Pass,Business
817,Farica Harding,19/07/2019,Yes,Yes,Yes,Pass,Data
818,Kore Amburgy,06/07/2019,Yes,Yes,Yes,Pass,Engineering
819,Juli Ruler,12/07/2019,Yes,Yes,Yes,Pass,Business
820,Gery Beckenham,06/07/2019,Yes,Yes,Yes,Pass,Engineering
821,Jacquelynn Banasiak,12/07/2019,Yes,No,No,Fail,Business
822,Krystalle Deeney,20/07/2019,Yes,No,Yes,Fail,Engineering
823,Gerianne Christoforou,13//07/2019,Yes,Yes,Yes,Pass,Engineering
824,Louella Cuppitt,05/07/2019,Yes,Yes,Yes,Pass,Business
825,Clarke Whitelock,06/07/2019,No,No,Yes,Fail,Data
826,Farrel Bertl,04/07/2019,No,Yes,Yes,Fail,Data
827,Chadd Ellen,05/07/2019,Yes,Yes,Yes,Pass,Data
828,Sean Dillaway,11/07/2019,Yes,Yes,No,Fail,Data
829,Adah Fost,13/07/2019,Yes,Yes,Yes,Pass,Data
830,Abram Sueter,26/07/2019,Yes,No,Yes,Fail,Data
831,Darn Kirkby,18/07/2019,Yes,Yes,Yes,Pass,Engineering
832,Darn Kirkby,18/07/2019,Yes,Yes,Yes,Pass,Engineering
833,Jessamyn Reightley,19/07/2019,Yes,No,Yes,Fail,Data
834,Rockwell Gutteridge,27/07/2019,Yes,Yes,Yes,Pass,Engineering
835,Serge Muehle,19/07/2019,Yes,Yes,Yes,Pass,Data
836,Sydney Burchmore,19/07/2019,Yes,Yes,Yes,Pass,Data
837,Gisela Schachter,11/07/2019,Yes,Yes,Yes,Pass,Engineering
838,Abram Goldster,04/07/2019,Yes,Yes,Yes,Pass,Data
839,Yvor Shepstone,18/07/2019,Yes,Yes,Yes,Fail,Data
840,Cosimo Labram,12/07/2019,Yes,Yes,Yes,Pass,Engineering
841,Maible Antic,18/07/2019,Yes,Yes,Yes,Pass,Data
842,Carlo Beekman,18/07/2019,Yes,Yes,Yes,Fail,Data
843,Cordie Bolduc,26/07/2019,Yes,Yes,Yes,Pass,Engineering
844,Bourke Belsey,19/07/2019,No,Yes,Yes,Fail,Data
845,Phedra Berriball,11/07/2019,Yes,Yes,No,Fail,Data
846,Silvester Ondra,12/07/2019,Yes,Yes,No,Fail,Business
847,Clyve Bradden,05/07/2019,Yes,Yes,No,Fail,Business
848,Winna Lemmertz,12/07/2019,Yes,Yes,Yes,Pass,Business
849,Fremont Vicary,26/07/2019,Yes,No,Yes,Fail,Engineering
850,Byrom Sawday,11//07/2019,Yes,Yes,Yes,Pass,Business
851,Kat Sutherland,18/07/2019,Yes,Yes,No,Fail,Data
852,Corby Torel,20/07/2019,Yes,Yes,No,Fail,Business
853,Corby Torel,20/07/2019,Yes,Yes,No,Fail,Business
854,Leland Wither,18/07/2019,Yes,Yes,Yes,Pass,Engineering
855,Clio Lafflina,26/07/2019,Yes,No,Yes,Fail,Business
856,Farlee Petren,20/07/2019,Yes,Yes,Yes,Pass,Business
857,Elisabeth Ebbutt,04/07/2019,Yes,Yes,Yes,Pass,Data
858,Benedikt Cohani,06/07/2019,Yes,Yes,Yes,Pass,Data
859,Joanna Eggerton,11/07/2019,Yes,Yes,Yes,Pass,Business
860,Candi Camillo,19/07/2019,No,Yes,Yes,Fail,Engineering
861,Augustin Tabrett,05/07/2019,Yes,Yes,No,Fail,Engineering
862,Ervin Acosta,26/07/2019,Yes,No,No,Fail,Data
863,Nanni Caldera,05/07/2019,Yes,No,No,Fail,Data
864,Joachim Guslon,05/07/2019,Yes,Yes,Yes,Pass,Data
865,Dean Duchant,27/07/2019,No,Yes,Yes,Fail,Business
866,Hartwell Jewess,04/07/2019,Yes,Yes,Yes,Pass,Data
867,Allx Macdearmaid,25/07/2019,Yes,Yes,Yes,Pass,Data
868,Derrek Scarce,27/07/2019,Yes,Yes,Yes,Pass,Business
869,Aguie Prati,26/07/2019,Yes,No,Yes,Fail,Engineering
870,Shayne De Domenico,11/07/2019,No,Yes,Yes,Fail,Engineering
871,Brandise Moston,18/07/2019,Yes,Yes,Yes,Pass,Business
872,Petronilla Ziemens,11/07/2019,Yes,Yes,Yes,Pass,Engineering
873,Jarrod Driffe,25/07/2019,Yes,No,Yes,Fail,Data
874,Celestina Aysik,04/07/2019,Yes,Yes,Yes,Pass,Engineering
875,Nikolaus Gullefant,11/07/2019,Yes,Yes,Yes,Pass,Business
876,Palmer Snaddin,13/07/2019,Yes,Yes,Yes,Pass,Data
877,Daniele Iskowicz,18/07/2019,Yes,Yes,Yes,Pass,Engineering
878,Brandy Iannazzi,04/07/2019,Yes,Yes,Yes,Pass,Data
879,Jerome Kasting,19/07/2019,Yes,Yes,Yes,Pass,Data
880,Auberon Werny,11/07/2019,Yes,Yes,Yes,Pass,Business
881,Eimile Sanper,27/07/2019,Yes,Yes,No,Fail,Data
882,Wallas Hacket,06/07/2019,Yes,No,Yes,Fail,Data
883,Devlen Froome,19/07/2019,Yes,Yes,No,Fail,Business
884,Amalia Orris,06/07/2019,Yes,Yes,Yes,Pass,Business
885,Kendra Twort,26/07/2019,Yes,Yes,Yes,Pass,Engineering
886,Wilden Claisse,18/07/2019,Yes,Yes,Yes,Pass,Engineering
887,Dulsea Westfalen,27/07/2019,No,Yes,Yes,Fail,Data
888,Kendell Ruppele,06/07/2019,Yes,No,Yes,Fail,Engineering
889,Kendell Ruppele,06/07/2019,Yes,No,Yes,Fail,Engineering
890,Judd Abrahm,25/07/2019,Yes,Yes,Yes,Fail,Business
891,Letizia Persence,20/07/2019,Yes,Yes,No,Fail,Engineering
892,Forster Clines,11/07/2019,Yes,Yes,Yes,Pass,Data
893,Carly Assandri,27/07/2019,Yes,Yes,Yes,Pass,Data
894,Tremain Barosch,27/07/2019,Yes,Yes,Yes,Pass,Business
895,Kyla Jankovsky,20/07/2019,Yes,No,Yes,Fail,Engineering
896,Kyla Jankovsky,20/07/2019,Yes,No,Yes,Fail,Engineering
897,Dixie Macrae,05/07/2019,No,Yes,Yes,Fail,Engineering
898,Lewiss Sabban,05/07/2019,Yes,Yes,Yes,Pass,Data
899,Kat Rigard,25/07/2019,No,No,Yes,Fail,Data
900,Belia Losseljong,27/07/2019,No,Yes,Yes,Fail,Business
901,Peggy Hariot,06/07/2019,Yes,Yes,No,Fail,Data
902,Selby Floyd,04/07/2019,Yes,Yes,Yes,Pass,Data
903,Prentice Van Der Hoeven,11/07/2019,Yes,Yes,Yes,Pass,Business
904,Amos Debill,25/07/2019,Yes,Yes,Yes,Pass,Data
905,Samson Mosen,26/07/2019,Yes,Yes,Yes,Pass,Business
906,Quint Pontain,06/07/2019,Yes,Yes,Yes,Pass,Business
907,Tana Cullinane,12/07/2019,Yes,Yes,Yes,Pass,Business
908,Costanza Pyke,25/07/2019,Yes,Yes,Yes,Pass,Engineering
909,Kenton Kilgrove,04/07/2019,Yes,Yes,Yes,Pass,Data
910,Darda Di Giacomo,06/07/2019,Yes,Yes,No,Fail,Engineering
911,Othilia Hucker,25/07/2019,Yes,Yes,Yes,Pass,Engineering
912,Lavinie Marshman,18/07/2019,Yes,Yes,Yes,Pass,Business
913,Silvain Kuhwald,25/07/2019,Yes,Yes,Yes,Pass,Data
914,Audra Boodell,20/07/2019,Yes,Yes,Yes,Pass,Engineering
915,Wilt Gotliffe,06/07/2019,Yes,Yes,Yes,Pass,Business
916,Rosene Yearnsley,27/07/2019,Yes,No,Yes,Fail,Business
917,Larry Claridge,18/07/2019,Yes,Yes,Yes,Pass,Engineering
918,Hattie Dullard,05/07/2019,Yes,Yes,Yes,Pass,Engineering
919,Dacy Pococke,13/07/2019,Yes,Yes,No,Fail,Engineering
920,Kingsly Lowdwell,20/07/2019,Yes,No,Yes,Fail,Data
921,Cleon Kemson,20/07/2019,Yes,Yes,Yes,Pass,Engineering
922,Seymour Rodda,06/07/2019,Yes,Yes,No,Fail,Engineering
923,Linc Hallex,20/07/2019,Yes,Yes,Yes,Pass,Engineering
924,Tobe Markovic,05//12/2019,No,Yes,Yes,Fail,Data
925,Candy Berends,10/12/2019,Yes,Yes,Yes,Pass,Business
926,Charmian Martinuzzi,17/12/2019,No,Yes,Yes,Fail,Data
927,Mirabelle Shakeshaft,18/12/2019,Yes,Yes,Yes,Pass,Engineering
928,Benita Downgate,05/12/2019,Yes,Yes,Yes,Pass,Engineering
929,Adolpho Litterick,10/12/2019,Yes,Yes,No,Fail,Engineering
930,Rockey Courtes,10/12/2019,Yes,No,No,Fail,Business
931,Berry Gammel,11/12/2019,Yes,No,Yes,Fail,Business
932,Moritz Mosedall,11/12/2019,Yes,Yes,Yes,Pass,Engineering
933,Trefor Kalinowsky,04/12/2019,Yes,Yes,Yes,Pass,Data
934,Gertruda Syddie,12/12/2019,Yes,Yes,Yes,Pass,Engineering
935,Hersch Holburn,18/12/2019,Yes,Yes,Yes,Pass,Business
936,Alayne Farrans,19/12/2019,Yes,Yes,Yes,Pass,Data
937,Adina Seton,18/12/2019,Yes,Yes,Yes,Fail,Engineering
938,Leighton Iddy,04/12/2019,No,Yes,Yes,Fail,Engineering
939,Nerti Welfair,11//12/2019,No,Yes,Yes,Fail,Business
940,Olly Lannen,19/12/2019,Yes,Yes,Yes,Pass,Business
941,Ringo Goosey,03/12/2019,Yes,No,Yes,Fail,Data
942,Sandro Pratchett,11/12/2019,Yes,Yes,Yes,Pass,Business
943,Reba Cosser,19/12/2019,Yes,Yes,Yes,Pass,Business
944,Olia Lincoln,11/12/2019,Yes,Yes,Yes,Pass,Engineering
945,Nady Smallpiece,18/12/2019,Yes,Yes,No,Fail,Engineering
946,Ali Bonds,03/12/2019,Yes,Yes,No,Fail,Business
947,Dniren Barlas,12/12/2019,Yes,Yes,Yes,Pass,Data
948,Leif Forsyth,19/12/2019,Yes,Yes,Yes,Pass,Business
949,Salmon Glenfield,10/12/2019,Yes,Yes,No,Fail,Business
950,Jacquetta Pill,05/12/2019,No,Yes,Yes,Fail,Data
951,Caril Bayly,11/12/2019,Yes,Yes,Yes,Pass,Business
952,Jordain Rochester,04/12/2019,Yes,Yes,No,Fail,Data
953,Clementia Beasleigh,04/12/2019,Yes,Yes,Yes,Pass,Business
954,Vidovic Niblett,19/12/2019,Yes,No,No,Fail,Engineering
955,Christian Tunny,04/12/2019,Yes,Yes,Yes,Pass,Engineering
956,Eba Tarbath,17/12/2019,Yes,No,Yes,Fail,Data
957,Barton Moar,03/12/2019,Yes,Yes,Yes,Pass,Business
958,Jo Ann Beeke,12/12/2019,No,Yes,No,Fail,Business
959,Terencio Mulles,05/12/2019,Yes,Yes,Yes,Pass,Data
960,Mart Haggerstone,12/12/2019,Yes,Yes,Yes,Pass,Data
961,Norean Caston,18/12/2019,Yes,Yes,Yes,Pass,Business
962,Tiphanie Selway,18/12/2019,No,Yes,Yes,Fail,Business
963,Deeyn Klimkin,05/12/2019,Yes,No,Yes,Fail,Business
964,Charlotte Laxe,11/12/2019,Yes,Yes,Yes,Pass,Engineering
965,Trenna Mccurt,04/12/2019,Yes,No,No,Fail,Engineering
966,Cori Docwra,11/12/2019,No,Yes,Yes,Fail,Business
967,Bessy Turpie,11/12/2019,Yes,No,Yes,Fail,Data
968,Whit Brisse,19/12/2019,Yes,Yes,Yes,Pass,Business
969,Bernhard Birchall,04/12/2019,Yes,Yes,Yes,Pass,Data
970,Jena Livings,10/12/2019,Yes,Yes,No,Fail,Business
971,Kaitlyn Chagg,10/12/2019,Yes,Yes,Yes,Pass,Data
972,Beilul Crannach,03/12/2019,Yes,Yes,Yes,Pass,Engineering
973,El Shepstone,11/12/2019,Yes,Yes,Yes,Pass,Data
974,Patrice Milhench,12/12/2019,Yes,Yes,Yes,Pass,Business
975,Trudey Brockman,19/12/2019,Yes,Yes,Yes,Fail,Data
976,Nahum Riddock,11/12/2019,Yes,Yes,Yes,Pass,Business
977,Felicle Kops,04/12/2019,Yes,Yes,Yes,Pass,Business
978,Berni Torra,11/12/2019,Yes,Yes,Yes,Pass,Data
979,Steffane Laity,10/12/2019,Yes,Yes,Yes,Pass,Data
980,Nobe Guerrazzi,17/12/2019,Yes,Yes,Yes,Pass,Business
981,Solly Reek,12/12/2019,Yes,Yes,No,Fail,Engineering
982,Harrie Chatin,10/12/2019,Yes,Yes,Yes,Pass,Business
983,Horten Koomar,11/12/2019,Yes,Yes,Yes,Pass,Engineering
984,Brandon Lotherington,03/12/2019,Yes,Yes,Yes,Pass,Data
985,Allie Sheber,05/12/2019,Yes,Yes,Yes,Pass,Business
986,Gunilla Lucken,19/12/2019,Yes,No,Yes,Fail,Data
987,Yorgos O'Rourke,19/12/2019,Yes,Yes,Yes,Pass,Data
988,Finn Maasze,03/12/2019,Yes,Yes,Yes,Pass,Data
989,Bambi Earthfield,10/12/2019,Yes,Yes,Yes,Pass,Business
990,Fair Ivashintsov,19/12/2019,Yes,Yes,Yes,Pass,Data
991,Alexine Mcglue,03/12/2019,Yes,Yes,Yes,Pass,Data
992,Lethia Crow,19/12/2019,Yes,Yes,Yes,Pass,Business
993,Candy Vann,18/12/2019,Yes,Yes,Yes,Fail,Data
994,Fawne Keen,12/12/2019,Yes,Yes,Yes,Pass,Engineering
995,Kenton Elvish,05/12/2019,Yes,Yes,Yes,Pass,Data
996,Eyde Boughton,19/12/2019,Yes,Yes,Yes,Fail,Engineering
997,Allina Buttfield,11/12/2019,Yes,No,Yes,Fail,Engineering
998,Winona Strotton,18/12/2019,Yes,Yes,Yes,Pass,Business
999,Thom Derwin,19/12/2019,Yes,Yes,Yes,Pass,Engineering
1000,Jacquelynn Savin,12/12/2019,Yes,Yes,Yes,Pass,Business
1001,Uriel Lamplough,19/12/2019,No,Yes,Yes,Fail,Business
1002,Gerda Yuille,17/12/2019,Yes,Yes,Yes,Pass,Business
1003,Gustavo Barok,04/12/2019,Yes,Yes,Yes,Pass,Engineering
1004,Matthew Tumilson,12/12/2019,Yes,Yes,Yes,Pass,Data
1005,Mari Lotterington,11/12/2019,Yes,Yes,Yes,Pass,Business
1006,Wernher Thaxter,03/12/2019,No,Yes,Yes,Fail,Data
1007,Bridgette Antos,12/12/2019,No,No,No,Fail,Data
1008,Flore Masden,05/12/2019,Yes,Yes,Yes,Pass,Engineering
1009,Berkly Fishleigh,17/12/2019,Yes,No,Yes,Fail,Engineering
1010,Christopher Pinner,03/12/2019,Yes,Yes,Yes,Pass,Data
1011,Eddie Mara,11/12/2019,Yes,Yes,No,Fail,Business
1012,Sherwood Sandercock,17/12/2019,Yes,Yes,Yes,Pass,Data
1013,Natal Sabin,03/12/2019,Yes,Yes,Yes,Pass,Engineering
1014,Blondelle Jaan,17/12/2019,No,No,Yes,Fail,Engineering
1015,Harri Heinschke,18/12/2019,Yes,No,Yes,Fail,Engineering
1016,Alethea Rangell,04/12/2019,No,Yes,No,Fail,Data
1017,Danila Leamon,04/12/2019,Yes,No,Yes,Fail,Data
1018,Lawton Hiddsley,17/12/2019,No,Yes,No,Fail,Data
1019,Flem Cary,03/12/2019,Yes,Yes,No,Fail,Data
1020,Flem Cary,03/12/2019,Yes,Yes,No,Fail,Data
1021,Ulberto Stroton,10/12/2019,Yes,Yes,Yes,Pass,Data
1022,Lurleen Moro,18/12/2019,Yes,Yes,Yes,Fail,Business
1023,Leena Joselevitch,03/12/2019,Yes,Yes,Yes,Pass,Engineering
1024,Willi Dibnah,11/12/2019,Yes,Yes,Yes,Pass,Business
1025,Dannye Fraczek,18/12/2019,Yes,Yes,Yes,Pass,Data
1026,Domenic Coulter,11/12/2019,Yes,Yes,Yes,Pass,Business
1027,Berni Bonham,03/12/2019,Yes,Yes,No,Fail,Engineering
1028,Reinold Jenicek,10/12/2019,Yes,Yes,Yes,Fail,Business
1029,Gipsy Seres,17/12/2019,Yes,Yes,Yes,Pass,Data
1030,Erica Soughton,19/12/2019,Yes,Yes,Yes,Pass,Business
1031,Rube Beals,17/12/2019,Yes,Yes,Yes,Fail,Engineering
1032,Johnna Tarbin,11/12/2019,Yes,Yes,No,Fail,Data
1033,Ives Weddell,17/12/2019,Yes,Yes,Yes,Pass,Business
1034,Guido Allans,10/12/2019,Yes,Yes,Yes,Pass,Engineering
1035,Maxie Yerborn,05/12/2019,Yes,Yes,Yes,Pass,Data
1036,Clark Kovacs,05/12/2019,Yes,Yes,Yes,Pass,Engineering
1037,Prudence Harrill,19/12/2019,No,Yes,No,Fail,Business
1038,Rochette Bellfield,18/12/2019,Yes,Yes,Yes,Pass,Engineering
1039,Orella Goshawke,10/12/2019,Yes,Yes,Yes,Pass,Business
1040,Tabbie Enzley,03/12/2019,Yes,Yes,Yes,Pass,Data
1041,Chet Bean,12/12/2019,Yes,Yes,Yes,Pass,Data
1042,Blisse Vinick,05/12/2019,No,Yes,Yes,Fail,Data
1043,Godfry Sephton,19/12/2019,Yes,Yes,Yes,Pass,Engineering
1044,Vera Broadfoot,17/12/2019,Yes,Yes,Yes,Pass,Engineering
1045,Riobard Collcott,11/12/2019,Yes,Yes,Yes,Fail,Data
1046,Kathryn Sture,12/12/2019,Yes,Yes,Yes,Pass,Data
1047,Essy Haggus,04/12/2019,Yes,Yes,Yes,Fail,Engineering
1048,Amalia Sheppard,11/12/2019,Yes,Yes,Yes,Pass,Business
1049,Mose Trase,04/12/2019,Yes,Yes,Yes,Pass,Data
1050,Felita Jzhakov,10/12/2019,Yes,Yes,Yes,Pass,Business
1051,Cris Van Schafflaer,18/12/2019,Yes,Yes,Yes,Pass,Business
1052,Shanna Juniper,04/12/2019,No,Yes,Yes,Fail,Engineering
1053,Gerrie Domenget,12/12/2019,Yes,Yes,Yes,Pass,Engineering
1054,Esmaria Rapp,19/12/2019,Yes,Yes,Yes,Pass,Data
1055,Clifford Randle,19/12/2019,Yes,Yes,Yes,Pass,Data
1056,Cirilo Croy,18/12/2019,Yes,Yes,Yes,Fail,Business
1057,Lazare Nellies,03/12/2019,Yes,Yes,Yes,Pass,Engineering
1058,Genovera Mattek,12/12/2019,Yes,Yes,Yes,Pass,Data
1059,Sherlocke Lerner,03/12/2019,No,Yes,Yes,Fail,Engineering
1060,Dawn Petlyura,12/12/2019,Yes,Yes,Yes,Pass,Data
1061,Daryn Dugmore,04/12/2019,Yes,Yes,Yes,Pass,Engineering
1062,Brew Botterell,17/12/2019,Yes,Yes,Yes,Pass,Data
1063,Filide Roony,10/12/2019,Yes,Yes,Yes,Pass,Data
1064,Dottie Le Prevost,19/12/2019,Yes,Yes,Yes,Pass,Business
1065,Charley Fredi,10/12/2019,Yes,Yes,Yes,Pass,Data
1066,Eryn Licence,12/12/2019,Yes,Yes,No,Fail,Engineering
1067,Ronda Aggis,03/12/2019,Yes,Yes,Yes,Pass,Business
1068,Gussy Stoving,03/12/2019,Yes,Yes,Yes,Pass,Engineering
1069,Celesta Binion,17/12/2019,Yes,Yes,Yes,Pass,Data
1070,Lora Kiebes,18/12/2019,Yes,Yes,Yes,Pass,Business
1071,Rene Stennings,11/12/2019,Yes,Yes,Yes,Pass,Engineering
1072,Maison Purse,17/12/2019,Yes,Yes,No,Fail,Engineering
1073,Piper Hawson,11/12/2019,No,Yes,Yes,Fail,Engineering
1074,Doretta Langdon,11/12/2019,Yes,Yes,Yes,Pass,Engineering
1075,Melly Ible,10/12/2019,Yes,Yes,Yes,Pass,Engineering
1076,Jordan Cristoforetti,12/12/2019,Yes,Yes,No,Fail,Engineering
1077,Arden Tolossi,19/12/2019,Yes,Yes,Yes,Fail,Engineering
1078,Granville Slad,04/12/2019,Yes,Yes,Yes,Fail,Business
1079,Lee Ambrogioli,17/12/2019,Yes,Yes,Yes,Pass,Business
1080,Free Simmgen,11/12/2019,No,No,Yes,Fail,Data
1081,Michael Ettles,04/12/2019,Yes,Yes,Yes,Fail,Engineering
1082,Wallie Chittenden,10/12/2019,Yes,Yes,Yes,Pass,Engineering
1083,Hendrick Skellon,18/12/2019,Yes,Yes,Yes,Pass,Data
1084,Augustine Sultana,05/12/2019,Yes,Yes,Yes,Pass,Engineering
1085,Stephan Middle,04/12/2019,Yes,Yes,Yes,Pass,Data
1086,Scotti Bromfield,10/12/2019,Yes,Yes,Yes,Pass,Data
1087,Chaim Inseal,12/12/2019,Yes,Yes,Yes,Pass,Engineering
1088,Beverlie Newhouse,18/12/2019,Yes,Yes,Yes,Pass,Business
1089,Edna Dilston,17/12/2019,Yes,Yes,Yes,Pass,Business
1090,Elisa Gowman,10/12/2019,Yes,Yes,Yes,Pass,Data
1091,Amil Coysh,05/12/2019,Yes,No,No,Fail,Business
1092,Gusta Klagges,18/12/2019,Yes,Yes,Yes,Pass,Data
1093,Milly Hugnin,11/12/2019,Yes,Yes,Yes,Pass,Engineering
1094,Ferd Walkden,03/12/2019,Yes,No,Yes,Fail,Business
1095,Elissa Knowles,11/12/2019,Yes,Yes,Yes,Pass,Data
1096,Eleanor Denington,05/12/2019,Yes,Yes,Yes,Pass,Engineering
1097,Marve Boatswain,18/12/2019,Yes,Yes,No,Fail,Data
1098,Rafaelita D'Ambrogi,17/12/2019,Yes,Yes,Yes,Pass,Business
1099,Gianina Wandless,05/12/2019,Yes,Yes,Yes,Pass,Data
1100,Louella Parradye,18/12/2019,Yes,Yes,Yes,Pass,Data
1101,Wynn Blei,18//12/2019,Yes,Yes,Yes,Pass,Business
1102,Gib Krol,04/12/2019,Yes,Yes,Yes,Pass,Data
1103,Vachel Mc Meekin,28/02/2019,Yes,Yes,Yes,Fail,Engineering
1104,Cameron Gleaves,13/02/2019,Yes,Yes,No,Fail,Business
1105,Hakeem Ivermee,19/02/2019,Yes,Yes,Yes,Pass,Business
1106,Ian Giorgietto,28/02/2019,Yes,Yes,No,Fail,Engineering
1107,Kalina Gentile,06/02/2019,Yes,Yes,Yes,Pass,Business
1108,Wash Richardes,12/02/2019,Yes,Yes,Yes,Pass,Business
1109,Morgana Mcaw,27/02/2019,Yes,No,Yes,Fail,Business
1110,Jehanna Verrechia,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1111,Redd Jurges,12/02/2019,Yes,Yes,Yes,Pass,Engineering
1112,Kean Ploughwright,06/02/2019,Yes,Yes,No,Fail,Business
1113,Rolland Dinkin,07/02/2019,Yes,Yes,No,Fail,Business
1114,Nicolai Nussey,14/02/2019,Yes,Yes,Yes,Pass,Business
1115,Naomi Shortt,13/02/2019,Yes,Yes,Yes,Pass,Engineering
1116,Tommy Evans,12/02/2019,Yes,Yes,Yes,Pass,Business
1117,Vikki Godsal,20/02/2019,Yes,Yes,Yes,Pass,Engineering
1118,Adelbert Oakwell,27/02/2019,Yes,Yes,Yes,Pass,Engineering
1119,Stephanus Kenwood,12/02/2019,Yes,Yes,Yes,Pass,Data
1120,Magda Mckirton,05/02/2019,Yes,Yes,Yes,Pass,Engineering
1121,Ferdinand Whyberd,20/02/2019,No,Yes,Yes,Fail,Business
